,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,max_torque_rpm,brand,model,power_per_liter,km_per_year
4529,2016,69000,Diesel,Individual,Manual,Second Owner,25.83,1498,99.0,215.0,5,3000.0,Ford,Figo,6.608811748998665e-05,7666.666666666667
4530,2017,80000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,200.0,5,1750.0,Maruti,Ciaz,7.091346153846153e-05,10000.0
4531,2012,97000,LPG,Individual,Manual,Third Owner,19.0,1086,68.1,99.1,5,4500.0,Hyundai,i10,6.270718232044198e-05,7461.538461538462
4532,2016,15000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,4386.0,Renault,KWID,6.670838548185232e-05,1666.6666666666667
4533,2005,50800,Petrol,Dealer,Manual,Second Owner,19.7,796,46.3,62.0,5,3000.0,Maruti,Alto,5.816582914572864e-05,2540.0
4534,2018,30000,Diesel,Individual,Automatic,First Owner,17.09,2993,261.4,620.0,4,2500.0,BMW,6,8.733711994654192e-05,4285.714285714285
4535,2018,40142,Diesel,Dealer,Manual,First Owner,24.4,1120,71.0,180.4,5,2500.0,Hyundai,Xcent,6.339285714285714e-05,5734.571428571428
4536,2016,62000,Diesel,Dealer,Manual,First Owner,25.32,1198,77.0,190.0,5,2250.0,Mahindra,KUV,6.42737896494157e-05,6888.888888888889
4537,2019,4300,Petrol,Dealer,Manual,First Owner,18.6,1197,81.86,117.0,5,4000.0,Hyundai,Elite,6.83876357560568e-05,716.6666666666666
4538,2019,14548,Petrol,Dealer,Manual,First Owner,21.21,1197,81.8,113.0,5,4200.0,Maruti,Swift,6.83375104427736e-05,2424.6666666666665
4539,2018,44772,Diesel,Dealer,Manual,Second Owner,23.0,1498,98.96,205.0,5,3250.0,Ford,EcoSport,6.606141522029373e-05,6396.0
4540,2018,48500,Diesel,Dealer,Manual,First Owner,25.47,1248,88.5,200.0,7,1750.0,Maruti,Ertiga,7.091346153846153e-05,6928.571428571428
4541,2017,28782,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,114.7,5,4000.0,Hyundai,i20,6.836257309941521e-05,3597.75
4542,2018,36500,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,200.0,5,1750.0,Maruti,Vitara,7.091346153846153e-05,5214.285714285715
4543,2018,44885,Diesel,Dealer,Manual,First Owner,26.59,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,6412.142857142857
4544,2009,110000,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,135.0,5,2500.0,Tata,Indica,5.05338078291815e-05,6875.0
4545,2019,50000,Diesel,Dealer,Manual,First Owner,24.52,1248,88.5,200.0,7,1750.0,Maruti,Ertiga,7.091346153846153e-05,8333.333333333334
4546,2016,66000,Diesel,Dealer,Manual,First Owner,20.77,1248,88.8,200.0,7,1750.0,Maruti,Ertiga,7.115384615384616e-05,7333.333333333333
4547,2013,65000,Diesel,Dealer,Manual,First Owner,20.77,1248,88.76,200.0,7,1750.0,Maruti,Ertiga,7.112179487179488e-05,5416.666666666667
4548,2013,95000,Diesel,Dealer,Manual,First Owner,12.8,2494,102.0,200.05565999999996,7,3400.0,Toyota,Innova,4.08981555733761e-05,7916.666666666667
4549,2013,55000,Petrol,Dealer,Manual,Second Owner,17.0,1497,118.0,146.0,5,4800.0,Honda,City,7.882431529726119e-05,4583.333333333333
4550,2017,65000,Petrol,Dealer,Manual,First Owner,19.02,1198,67.05,104.0,7,4000.0,Datsun,GO,5.596828046744574e-05,8125.0
4551,2017,76000,Diesel,Dealer,Manual,First Owner,25.47,1248,88.5,200.0,7,1750.0,Maruti,Ertiga,7.091346153846153e-05,9500.0
4552,2017,70000,Diesel,Dealer,Manual,First Owner,23.4,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,8750.0
4553,2014,89000,Diesel,Dealer,Manual,First Owner,22.9,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,8090.909090909091
4554,2017,98000,Diesel,Dealer,Manual,First Owner,13.68,2393,147.51,343.0,7,2800.0,Toyota,Innova,6.164229001253656e-05,12250.0
4555,2016,90000,Diesel,Dealer,Manual,First Owner,13.68,2393,147.51,343.0,7,2800.0,Toyota,Innova,6.164229001253656e-05,10000.0
4556,2013,57000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,4750.0
4557,2017,70000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,8750.0
4558,2016,49200,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,4000.0,Hyundai,EON,6.781326781326781e-05,5466.666666666667
4559,2008,60000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,99.04,5,4500.0,Hyundai,i10,6.266114180478821e-05,3529.4117647058824
4560,2015,120000,Petrol,Individual,Manual,Second Owner,15.37,1196,73.0,101.0,5,3000.0,Maruti,Eeco,6.103678929765886e-05,12000.0
4561,2004,110000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,62.0,5,3000.0,Maruti,Alto,5.816582914572864e-05,5238.0952380952385
4562,2007,70000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,84.0,5,3500.0,Maruti,Wagon,6.314797360980208e-05,3888.8888888888887
4563,2006,168000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,90.0,5,3500.0,Maruti,Wagon,6.723446893787574e-05,8842.105263157895
4564,2018,30000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330.0,7,2800.0,Mahindra,XUV500,6.424965580541533e-05,4285.714285714285
4565,2016,131111,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,14567.888888888889
4566,2007,120000,Diesel,Individual,Manual,Second Owner,19.2,1461,65.0,156.9064,5,3000.0,Mahindra,Renault,4.449007529089664e-05,6666.666666666667
4567,2016,23400,Petrol,Individual,Manual,Second Owner,23.95,998,67.1,90.0,5,3500.0,Maruti,Alto,6.723446893787574e-05,2600.0
4568,2018,50000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,90.0,5,3500.0,Maruti,Celerio,6.717434869739479e-05,7142.857142857143
4569,2005,158107,Petrol,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,160.0,5,3000.0,Maruti,Swift,6.559294871794872e-05,7905.35
4570,2014,90000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330.0,7,2800.0,Mahindra,XUV500,6.424965580541533e-05,8181.818181818182
4571,2019,3010,Petrol,Individual,Automatic,First Owner,20.3,1086,68.0,99.0,5,4500.0,Hyundai,Santro,6.261510128913445e-05,501.6666666666667
4572,2010,80000,Diesel,Individual,Manual,First Owner,21.12,1248,88.8,200.0,5,3000.0,Tata,Manza,7.115384615384616e-05,5333.333333333333
4573,2011,155000,Diesel,Individual,Manual,Second Owner,17.8,1399,68.0,159.848395,5,3000.0,Ford,Fiesta,4.860614724803431e-05,11071.42857142857
4574,1998,70000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59.0,4,2500.0,Maruti,800,4.648241206030151e-05,2592.5925925925926
4575,2018,4000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75,5,4000.0,Hyundai,Grand,6.83876357560568e-05,571.4285714285714
4576,2007,35000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5,3000.0,Maruti,Alto,5.816582914572864e-05,1944.4444444444443
4577,2003,121000,Petrol,Individual,Manual,First Owner,17.3,993,60.0,78.0,5,4500.0,Maruti,Zen,6.0422960725075535e-05,5500.0
4578,2015,110000,Diesel,Individual,Manual,Second Owner,22.77,1498,98.59,205.0,5,3250.0,Ford,EcoSport,6.581441922563418e-05,11000.0
4579,2010,175000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,190.0,5,2000.0,Maruti,Swift,6.009615384615385e-05,11666.666666666666
4580,2008,163000,Diesel,Individual,Manual,First Owner,17.8,1399,68.0,159.848395,5,3000.0,Ford,Fiesta,4.860614724803431e-05,9588.235294117647
4581,2008,163000,Diesel,Individual,Manual,First Owner,17.8,1399,68.0,159.848395,5,3000.0,Ford,Fiesta,4.860614724803431e-05,9588.235294117647
4582,2010,77088,Diesel,Individual,Manual,First Owner,14.0,2489,95.0,220.0,8,2600.0,Mahindra,Xylo,3.816793893129771e-05,5139.2
4583,2016,136511,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195.0,7,2200.0,Mahindra,Bolero,2.461355529131986e-05,15167.888888888889
4584,2015,80000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,130.0,7,4000.0,Maruti,Ertiga,6.824471959213401e-05,8000.0
4585,2015,60000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,130.0,7,4000.0,Maruti,Ertiga,6.824471959213401e-05,6000.0
4586,2016,36000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,115.0,5,4000.0,Maruti,Swift,6.945697577276525e-05,4000.0
4587,2012,65000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,90.0,5,3500.0,Maruti,Wagon,6.723446893787574e-05,5000.0
4588,2012,60000,LPG,Individual,Manual,First Owner,26.2,998,58.2,77.0,5,3500.0,Maruti,Wagon,5.8316633266533066e-05,4615.384615384615
4589,2013,82500,Diesel,Individual,Manual,First Owner,20.3,1248,75.0,197.0,5,1750.0,Fiat,Grande,6.009615384615385e-05,6875.0
4590,2018,30000,Diesel,Individual,Manual,Second Owner,23.0,1498,98.96,205.0,5,3250.0,Ford,EcoSport,6.606141522029373e-05,4285.714285714285
4591,2011,100000,Diesel,Individual,Manual,Third Owner,18.3,1991,147.9,327.0,5,2600.0,Chevrolet,Cruze,7.428427925665496e-05,7142.857142857143
4592,2015,70000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,7000.0
4593,2017,85000,Diesel,Individual,Manual,First Owner,20.65,1248,88.7,190.0,5,3000.0,Tata,Zest,7.107371794871795e-05,10625.0
4594,2014,60000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,90.0,5,3500.0,Maruti,Wagon,6.717434869739479e-05,5454.545454545455
4595,2015,20000,Petrol,Individual,Manual,Third Owner,22.74,796,47.3,69.0,5,3500.0,Maruti,Alto,5.942211055276382e-05,2000.0
4596,2009,100000,Diesel,Individual,Manual,Second Owner,13.0,2489,95.0,220.0,8,2600.0,Mahindra,Xylo,3.816793893129771e-05,6250.0
4597,2002,75000,Petrol,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,160.0,5,3000.0,Hyundai,Santro,6.559294871794872e-05,3260.8695652173915
4598,2005,100000,Petrol,Individual,Manual,First Owner,19.369999999999997,1248,81.86,160.0,5,3000.0,Maruti,Swift,6.559294871794872e-05,5000.0
4599,2016,80000,Diesel,Individual,Manual,Second Owner,24.3,1248,88.5,200.0,5,1750.0,Maruti,Vitara,7.091346153846153e-05,8888.888888888889
4600,2017,35000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140.0,5,4000.0,Tata,Bolt,7.435037720033529e-05,4375.0
4601,2013,139000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,150.0,5,1750.0,Chevrolet,Beat,6.153846153846154e-05,11583.333333333334
4602,2005,90000,Petrol,Individual,Automatic,Second Owner,19.7,796,46.3,62.0,5,3000.0,Maruti,Alto,5.816582914572864e-05,4500.0
4603,2009,120000,Petrol,Individual,Manual,First Owner,19.369999999999997,1248,81.86,160.0,5,3000.0,Maruti,Omni,6.559294871794872e-05,7500.0
4604,2008,100000,Petrol,Individual,Manual,First Owner,17.7,1497,78.0,124.54445499999999,5,3000.0,Honda,City,5.2104208416833665e-05,5882.35294117647
4605,2011,90000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,250.0,5,2500.0,Volkswagen,Vento,6.483103879849812e-05,6428.571428571428
4606,2007,105000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180.0,7,1500.0,Mahindra,Bolero,2.497027348394768e-05,5833.333333333333
4607,2017,40000,Diesel,Individual,Manual,Second Owner,25.4,1186,73.97,190.24,5,2250.0,Hyundai,Xcent,6.236930860033726e-05,5000.0
4608,2017,90000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,113.75,5,4000.0,Hyundai,Xcent,6.83876357560568e-05,11250.0
4609,2015,36710,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,69.0,5,3500.0,Maruti,Alto,5.942211055276382e-05,3671.0
4610,2016,28180,Diesel,Dealer,Manual,First Owner,23.65,1248,88.5,200.0,5,1750.0,Maruti,SX4,7.091346153846153e-05,3131.1111111111113
4611,2019,15000,Diesel,Individual,Manual,First Owner,17.0,1956,138.1,350.0,5,2500.0,Tata,Harrier,7.060327198364008e-05,2500.0
4612,2019,4000,Petrol,Individual,Manual,First Owner,19.72,1198,67.0,104.0,7,4000.0,Datsun,GO,5.5926544240400664e-05,666.6666666666666
4613,2014,30000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,190.0,5,2000.0,Maruti,Ritz,5.924679487179487e-05,2727.2727272727275
4614,2013,15000,Petrol,Individual,Manual,First Owner,18.6,1197,85.8,114.0,5,4000.0,Maruti,Swift,7.167919799498747e-05,1250.0
4615,2018,56000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75,5,4000.0,Hyundai,Grand,6.83876357560568e-05,8000.0
4616,2017,19000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,114.73,5,4000.0,Hyundai,i20,6.83876357560568e-05,2375.0
4617,2016,30000,Diesel,Individual,Automatic,First Owner,12.62,2198,158.0,385.0,7,2500.0,Ford,Endeavour,7.18835304822566e-05,3333.3333333333335
4618,2017,70000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,4000.0,Hyundai,i20,6.836257309941521e-05,8750.0
4619,2009,30000,Diesel,Individual,Manual,First Owner,19.09,1396,69.0,135.0,5,2500.0,Tata,Indigo,4.94269340974212e-05,1875.0
4620,2019,15000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,101.0,5,3000.0,Maruti,Eeco,6.103678929765886e-05,2500.0
4621,2013,85000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69.0,5,3500.0,Maruti,Alto,5.942211055276382e-05,7083.333333333333
4622,2018,50000,Petrol,Individual,Automatic,First Owner,22.0,1197,81.8,113.0,5,4200.0,Maruti,Swift,6.83375104427736e-05,7142.857142857143
4623,2019,20000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,114.73,5,4000.0,Hyundai,i20,6.83876357560568e-05,3333.3333333333335
4624,2017,25000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,3500.0,Maruti,Wagon,6.717434869739479e-05,3125.0
4625,2018,25000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,170.0,5,4000.0,Tata,Nexon,9.056761268781302e-05,3571.4285714285716
4626,2014,50000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,114.0,5,4000.0,Maruti,Swift,7.167919799498747e-05,4545.454545454545
4627,2009,90000,Petrol,Individual,Automatic,First Owner,14.53,1794,138.1,173.0,5,4000.0,Toyota,Corolla,7.69788182831661e-05,5625.0
4628,2019,100000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140.0,5,4000.0,Tata,Zest,7.435037720033529e-05,16666.666666666668
4629,2008,180000,Diesel,Individual,Manual,Second Owner,17.8,1399,67.0,160.0,5,2000.0,Ford,Fiesta,4.7891350964974984e-05,10588.235294117647
4630,2013,50000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,69.0,5,3500.0,Maruti,Alto,5.942211055276382e-05,4166.666666666667
4631,2012,80000,Diesel,Individual,Manual,Third Owner,23.2,1248,73.94,190.0,5,2000.0,Maruti,Ritz,5.924679487179487e-05,6153.846153846154
4632,1999,100000,Petrol,Individual,Manual,Third Owner,17.3,993,60.0,78.0,5,4500.0,Maruti,Zen,6.0422960725075535e-05,3846.153846153846
4633,2014,93000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5,5,4000.0,Hyundai,EON,6.781326781326781e-05,8454.545454545454
4634,2014,11500,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,180.0,9,1500.0,Mahindra,Bolero,2.497027348394768e-05,1045.4545454545455
4635,2006,100000,Petrol,Individual,Automatic,Second Owner,19.369999999999997,1248,81.86,160.0,5,3000.0,Hyundai,Santro,6.559294871794872e-05,5263.1578947368425
4636,2015,50000,Diesel,Individual,Manual,First Owner,14.95,2489,93.7,218.0,9,2600.0,Mahindra,Xylo,3.7645640819606265e-05,5000.0
4637,2012,120000,Petrol,Individual,Manual,First Owner,16.8,1497,116.3,146.0,5,4800.0,Honda,City,7.768871075484302e-05,9230.76923076923
4638,2010,100000,Diesel,Individual,Manual,Second Owner,17.8,1399,68.0,159.848395,5,3000.0,Ford,Fiesta,4.860614724803431e-05,6666.666666666667
4639,2004,57000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59.0,4,2500.0,Maruti,800,4.648241206030151e-05,2714.285714285714
4640,2016,60000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,4000.0,Hyundai,EON,6.781326781326781e-05,6666.666666666667
4641,2017,44077,Petrol,Dealer,Automatic,First Owner,17.01,1499,110.5,136.0,5,4250.0,Ford,Figo,7.371581054036023e-05,5509.625
4642,2017,90000,Petrol,Individual,Manual,Second Owner,24.7,796,47.3,69.0,5,3500.0,Maruti,Alto,5.942211055276382e-05,11250.0
4643,2018,50000,Diesel,Individual,Manual,Second Owner,21.19,1396,88.73,219.66,5,2750.0,Hyundai,i20,6.356017191977077e-05,7142.857142857143
4644,2012,20000,Petrol,Individual,Manual,Third Owner,19.81,1086,68.05,99.04,5,4500.0,Hyundai,i10,6.266114180478821e-05,1538.4615384615386
4645,2010,90000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,62.0,5,3000.0,Maruti,Alto,5.816582914572864e-05,6000.0
4646,2016,70000,Diesel,Individual,Manual,Second Owner,25.83,1498,99.0,215.0,5,3000.0,Ford,Figo,6.608811748998665e-05,7777.777777777777
4647,2008,80000,Petrol,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,160.0,5,3000.0,Maruti,Swift,6.559294871794872e-05,4705.882352941177
4648,2016,80000,Diesel,Individual,Manual,First Owner,18.2,1248,73.74,172.5,8,1750.0,Chevrolet,Enjoy,5.9086538461538456e-05,8888.888888888889
4649,2012,72000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,259.8,5,2750.0,Hyundai,Verna,7.984829329962073e-05,5538.461538461538
4650,2016,50000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,280.0,7,2800.0,Mahindra,Scorpio,6.009013520280421e-05,5555.555555555556
4651,2012,90000,Petrol,Individual,Manual,Second Owner,17.5,1298,85.8,114.0,5,4000.0,Maruti,Swift,6.610169491525424e-05,6923.076923076923
4652,2019,17000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,114.73,5,4000.0,Hyundai,Elite,6.83876357560568e-05,2833.3333333333335
4653,2012,70000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,290.0,8,2800.0,Mahindra,Scorpio,5.5071133547498853e-05,5384.615384615385
4654,2006,60000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5,3000.0,Maruti,Alto,5.816582914572864e-05,3157.8947368421054
4655,2016,15000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69.0,5,3500.0,Maruti,Alto,5.942211055276382e-05,1666.6666666666667
4656,2019,72000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,200.0,5,1750.0,Honda,WR-V,6.58210947930574e-05,12000.0
4657,2008,25000,Petrol,Individual,Manual,Second Owner,16.84,1193,64.4,99.8,5,2700.0,Tata,Indica,5.39815590947192e-05,1470.5882352941176
4658,2003,114000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5,3000.0,Maruti,Alto,5.816582914572864e-05,5181.818181818182
4659,2005,120000,Petrol,Individual,Manual,First Owner,13.0,1493,100.0,128.46711499999998,5,4600.0,Honda,City,6.697923643670463e-05,6000.0
4660,2003,250000,Diesel,Individual,Manual,Second Owner,18.7,1896,66.0,210.0,5,1900.0,Skoda,Octavia,3.481012658227848e-05,11363.636363636364
4661,2009,55768,Diesel,Individual,Manual,First Owner,17.0,1405,71.0,135.0,5,2500.0,Tata,Indica,5.05338078291815e-05,3485.5
4662,2017,40000,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,113.75,5,4000.0,Hyundai,Grand,6.83876357560568e-05,5000.0
4663,2020,70000,Petrol,Individual,Manual,Second Owner,21.79,998,67.05,90.0,5,3500.0,Maruti,Wagon,6.718436873747495e-05,14000.0
4664,2018,50000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,114.0,5,3500.0,Tata,Tigor,7.005838198498748e-05,7142.857142857143
4665,2017,20000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90.0,5,3500.0,Maruti,Alto,6.718436873747495e-05,2500.0
4666,2013,70000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,5833.333333333333
4667,2014,60000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,114.0,5,4000.0,Hyundai,Grand,6.850459482038429e-05,5454.545454545455
4668,2009,120000,Diesel,Individual,Manual,First Owner,17.0,1405,71.0,135.0,5,2500.0,Tata,Indica,5.05338078291815e-05,7500.0
4669,2011,110000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,113.0,5,4500.0,Maruti,Ritz,5.921474358974359e-05,7857.142857142857
4670,2017,60000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114.0,5,3500.0,Tata,Tiago,7.005838198498748e-05,7500.0
4671,2009,30000,Petrol,Individual,Manual,First Owner,16.5,995,63.0,90.3,5,4200.0,Chevrolet,Spark,6.331658291457285e-05,1875.0
4672,2018,35000,Diesel,Individual,Manual,First Owner,21.13,1498,108.6,250.0,5,2500.0,Skoda,Rapid,7.249666221628838e-05,5000.0
4673,2003,50000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,59.0,4,2500.0,Maruti,800,4.648241206030151e-05,2272.7272727272725
4674,2012,100000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,248.0,5,2250.0,Renault,Duster,7.42299794661191e-05,7692.307692307692
4675,2012,80000,Diesel,Individual,Manual,Third Owner,15.1,2179,140.0,330.0,7,2800.0,Mahindra,XUV500,6.424965580541533e-05,6153.846153846154
4676,2014,84000,Diesel,Individual,Manual,Second Owner,20.14,1498,88.5,230.0,5,2500.0,Volkswagen,CrossPolo,5.9078771695594124e-05,7636.363636363636
4677,2014,60000,Diesel,Individual,Manual,First Owner,25.01,1498,89.75,204.0,5,2750.0,Ford,Fiesta,5.991321762349799e-05,5454.545454545455
4678,1998,50000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,78.0,5,4500.0,Maruti,Zen,6.0422960725075535e-05,1851.851851851852
4679,2011,60000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,111.7,5,4000.0,Hyundai,i10,6.591478696741855e-05,4285.714285714285
4680,2015,100000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330.0,7,2800.0,Mahindra,XUV500,6.424965580541533e-05,10000.0
4681,2013,70000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195.0,7,2200.0,Mahindra,Bolero,2.461355529131986e-05,5833.333333333333
4682,2014,82500,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,195.0,7,2200.0,Mahindra,Bolero,2.461355529131986e-05,7500.0
4683,2014,76000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195.0,9,2200.0,Mahindra,Bolero,2.461355529131986e-05,6909.090909090909
4684,2011,87000,Diesel,Individual,Manual,First Owner,18.0,1248,75.0,190.0,5,1750.0,Tata,Indica,6.009615384615385e-05,6214.285714285715
4685,2010,120000,Diesel,Individual,Manual,First Owner,14.0,2498,112.0,260.0,7,2200.0,Mahindra,Xylo,4.483586869495596e-05,8000.0
